Vùng,Tỉnh,BC,Mã đơn,Tệp khách,Ngày nhập BC Giao,Số ngày đã nhập BC,Giờ câp nhật,Số lần giao,Nhóm BL,COD
NTB,Lâm Đồng,Bưu Cục 231 Thôn 1-Xã Hòa Ninh-Lâm Đồng,GYTM6AMR,SME,2026-06-02 06:19:10.960000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,3,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục 231 Thôn 1-Xã Hòa Ninh-Lâm Đồng,GYTRW6T6,Shopee,2026-06-02 06:20:01.439000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,1,(e) 9 - 10 ngày,cod
NTB,Khánh Hòa,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà,GYTRKKHX,SME,2026-06-02 06:21:57.916000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,0,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,VNGH80364026501,TTS-Bulky,2026-06-02 06:26:41.889000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,2,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTEAC6E,SME,2026-06-02 06:27:25.149000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,0,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMGYE4,SME,2026-06-02 06:27:50.655000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,1,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTRXWBD,SME,2026-06-02 06:27:50.655000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,0,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYHQLYYL,SME,2026-06-02 06:28:13.057000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,0,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYHQVMQN,SME,2026-06-02 06:28:13.057000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,2,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,VNGH80295076409,TTS,2026-06-02 06:28:13.057000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,0,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTRXCWE,Shopee,2026-06-02 06:28:19.161000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,2,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTRA8GL,Shopee,2026-06-02 06:28:19.161000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,2,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTRYXMQ,SME,2026-06-02 06:28:19.161000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,2,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTRRFC8,SME,2026-06-02 06:28:28.233000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,3,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMQ7TF,SME,2026-06-02 06:28:28.233000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,1,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTRNKTR,Shopee,2026-06-02 06:28:28.233000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,2,(e) 9 - 10 ngày,non - không phí
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTRVVND,SME,2026-06-02 06:28:28.233000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,1,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMU4PF,SME,2026-06-02 06:28:28.233000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,3,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYT3TF9Y,SME,2026-06-02 06:28:28.233000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,0,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTR6TWC,SME,2026-06-02 06:28:45.494000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,2,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMCEU9,SME,2026-06-02 06:28:57.295000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,0,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMMB3H,Shopee,2026-06-02 06:29:28.181000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,2,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTRQGCX,SME,2026-06-02 06:29:33.297000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,1,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTRCAAA,SME,2026-06-02 06:29:33.297000+00:00,9.1,2026-06-11 07:45:36.692000+00:00,3,(e) 9 - 10 ngày,cod
NTB,Đắk Nông,Bưu Cục Quảng Khê-Đắk Glong-Đắk Nông,GYTRPFQ9,SME,2026-06-02 06:37:34.472000+00:00,9.0,2026-06-11 07:45:36.692000+00:00,4,(e) 9 - 10 ngày,cod
NTB,Đắk Nông,Bưu Cục Quảng Khê-Đắk Glong-Đắk Nông,GYTRNFFA,SME,2026-06-02 06:37:34.472000+00:00,9.0,2026-06-11 07:45:36.692000+00:00,4,(e) 9 - 10 ngày,cod
NTB,Bình Thuận,Bưu Cục 575 Quốc Lộ 28-Xã Hàm Thuận-Bình Thuận,GYTR6FB7,SME,2026-06-02 06:49:49.882000+00:00,9.0,2026-06-11 07:45:36.692000+00:00,5,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục Đạ Rsal-Đam Rông-Lâm Đồng,GYHQ7CF7,SME,2026-06-02 06:50:50.800000+00:00,9.0,2026-06-11 07:45:36.692000+00:00,2,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục 337 Hùng Vương-Lộc Thắng-Bảo Lâm-Lâm Đồng ,GYTRVXEL,SME,2026-06-02 07:04:27.542000+00:00,9.0,2026-06-11 07:45:36.692000+00:00,0,(e) 9 - 10 ngày,cod
NTB,Lâm Đồng,Bưu Cục 337 Hùng Vương-Lộc Thắng-Bảo Lâm-Lâm Đồng ,GYTM97Q4,SME,2026-06-02 07:07:18.132000+00:00,9.0,2026-06-11 07:45:36.692000+00:00,2,(e) 9 - 10 ngày,cod
NTB,Đắk Nông,Bưu Cục Thôn 2-Xã Quảng Tín-Đắk Nông,GYTY6LYY,SME,2026-06-02 07:40:32.938000+00:00,9.0,2026-06-11 07:45:36.692000+00:00,2,(e) 9 - 10 ngày,cod
NTB,Khánh Hòa,Bưu Cục 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,GYTMUNEB,SME,2026-06-02 07:50:15.624000+00:00,9.0,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,cod
NTB,Khánh Hòa,Bưu Cục 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,GYTMG4TD,SME,2026-06-02 07:50:15.624000+00:00,9.0,2026-06-11 07:45:36.692000+00:00,5,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Đạ Rsal-Đam Rông-Lâm Đồng,GYTYKBGE,SME,2026-06-02 08:11:45.270000+00:00,9.0,2026-06-11 07:45:36.692000+00:00,0,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 231 Thôn 1-Xã Hòa Ninh-Lâm Đồng,GYHQFF88,SME,2026-06-02 11:48:06.370000+00:00,8.8,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 231 Thôn 1-Xã Hòa Ninh-Lâm Đồng,GYTEEXDX,Shopee,2026-06-02 11:48:06.370000+00:00,8.8,2026-06-11 07:45:36.692000+00:00,1,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 231 Thôn 1-Xã Hòa Ninh-Lâm Đồng,GYTEGQUK,SME,2026-06-02 11:49:30.517000+00:00,8.8,2026-06-11 07:45:36.692000+00:00,5,(d) 8 - 9 ngày,cod
NTB,Đắk Nông,Bưu Cục 01 Nguyễn Tất Thành-Đắk R lấp-Đắk Nông,GYTMEFQ9,SME,2026-06-02 12:06:01.418000+00:00,8.8,2026-06-11 07:45:36.692000+00:00,1,(d) 8 - 9 ngày,cod
NTB,Đắk Nông,Bưu Cục 01 Nguyễn Tất Thành-Đắk R lấp-Đắk Nông,VNGH80915296408,TTS,2026-06-02 12:06:36.535000+00:00,8.8,2026-06-11 07:45:36.692000+00:00,0,(d) 8 - 9 ngày,cod
NTB,Đắk Nông,Bưu Cục 01 Nguyễn Tất Thành-Đắk R lấp-Đắk Nông,VNGH80477846409,TTS,2026-06-02 12:06:36.535000+00:00,8.8,2026-06-11 07:45:36.692000+00:00,1,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục TDP Nghĩa Đức-Thạnh Mỹ-Đơn Dương-Lâm Đồng,GYTM6D77,SME,2026-06-02 12:11:39.865000+00:00,8.8,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục TDP Nghĩa Đức-Thạnh Mỹ-Đơn Dương-Lâm Đồng,VNGH80534716410,TTS,2026-06-02 12:13:10.681000+00:00,8.8,2026-06-11 07:45:36.692000+00:00,0,(d) 8 - 9 ngày,cod
NTB,Khánh Hòa,Bưu Cục 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,GYTM93H4,SME,2026-06-02 12:13:11.520000+00:00,8.8,2026-06-11 07:45:36.692000+00:00,3,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục TDP Nghĩa Đức-Thạnh Mỹ-Đơn Dương-Lâm Đồng,GYTMH4X9,SME,2026-06-02 12:13:22.167000+00:00,8.8,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục TDP Nghĩa Đức-Thạnh Mỹ-Đơn Dương-Lâm Đồng,NVS778223427,SME,2026-06-02 12:15:32.203000+00:00,8.8,2026-06-11 07:45:36.692000+00:00,5,(d) 8 - 9 ngày,cod
NTB,Khánh Hòa,Bưu Cục 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,GYTM8QR4,SME,2026-06-02 12:18:07.982000+00:00,8.8,2026-06-11 07:45:36.692000+00:00,3,(d) 8 - 9 ngày,cod
NTB,Khánh Hòa,Bưu Cục 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,VNGH80991786408,TTS,2026-06-02 12:18:07.982000+00:00,8.8,2026-06-11 07:45:36.692000+00:00,3,(d) 8 - 9 ngày,cod
NTB,Khánh Hòa,Bưu Cục 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,VNGH80294586408,TTS-Bulky,2026-06-02 12:21:53.329000+00:00,8.8,2026-06-11 07:45:36.692000+00:00,1,(d) 8 - 9 ngày,cod
NTB,Khánh Hòa,Bưu Cục 40A Yết Kiêu-Nha Trang-Khánh Hòa,VNGH80364466410,TTS,2026-06-02 12:43:23.658000+00:00,8.8,2026-06-11 07:45:36.692000+00:00,0,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 337 Hùng Vương-Lộc Thắng-Bảo Lâm-Lâm Đồng ,GYTMXHBA,SME,2026-06-02 13:59:30.712000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 337 Hùng Vương-Lộc Thắng-Bảo Lâm-Lâm Đồng ,VNGH80622236502,TTS,2026-06-02 14:02:41.970000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,1,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Đạ Rsal-Đam Rông-Lâm Đồng,GYTMEWEB,SME,2026-06-02 15:03:01.677000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,1,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Đạ Rsal-Đam Rông-Lâm Đồng,GYTM3TUD,SME,2026-06-02 15:03:14.410000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,0,(d) 8 - 9 ngày,cod
NTB,Đắk Nông,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông,GYHQVNFR,SME,2026-06-02 15:06:23.542000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,5,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTM3946,Shopee-Bulky,2026-06-02 15:41:00.351000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,0,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTEEMTF,SME,2026-06-02 15:42:15.821000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,0,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMW9T9,SME,2026-06-02 15:45:10.130000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMEGVA,SME,2026-06-02 15:45:10.130000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,1,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTM66DK,SME,2026-06-02 15:45:10.130000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,0,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMKX7M,SME,2026-06-02 15:45:10.130000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMHTXB,SME,2026-06-02 15:45:46.528000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,0,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTRY7FH,SME,2026-06-02 15:46:53.378000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,0,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMQUWB,SME,2026-06-02 15:47:24.619000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMAWNF,SME,2026-06-02 15:47:24.619000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,0,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTM8BBA,SME,2026-06-02 15:47:24.619000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,1,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTRX7AN,SME,2026-06-02 15:47:24.619000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,1,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTM6G7T,SME,2026-06-02 15:47:24.619000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,0,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMLVCW,SME,2026-06-02 15:47:40.047000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,3,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMBC9Q,SME,2026-06-02 15:47:40.047000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,1,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMNXM8,SME,2026-06-02 15:47:40.047000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMT7MD,SME,2026-06-02 15:47:40.047000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTRMXDK,SME,2026-06-02 15:47:40.047000+00:00,8.7,2026-06-11 07:45:36.692000+00:00,1,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Langbiang-Lạc Dương-Lâm Đồng,GYTMHF8V,SME,2026-06-02 18:00:15.402000+00:00,8.6,2026-06-11 07:45:36.692000+00:00,0,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Langbiang-Lạc Dương-Lâm Đồng,GYTMUTDH,SME,2026-06-02 18:00:32.948000+00:00,8.6,2026-06-11 07:45:36.692000+00:00,5,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Langbiang-Lạc Dương-Lâm Đồng,GYTMYQEF,SME,2026-06-02 18:10:09.590000+00:00,8.6,2026-06-11 07:45:36.692000+00:00,4,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Langbiang-Lạc Dương-Lâm Đồng,GYTELKCQ,SME,2026-06-02 18:10:40.889000+00:00,8.6,2026-06-11 07:45:36.692000+00:00,1,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Langbiang-Lạc Dương-Lâm Đồng,GYTMM4NQ,SME,2026-06-02 18:13:02.551000+00:00,8.6,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,GYTYPLB8,SME,2026-06-02 18:29:28.170000+00:00,8.6,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,GYTMEYEM,SME,2026-06-02 18:31:02.795000+00:00,8.6,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,GYTYW3AW,SME,2026-06-02 18:33:08.249000+00:00,8.6,2026-06-11 07:45:36.692000+00:00,1,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,GYTR7YVH,SME,2026-06-02 18:33:08.249000+00:00,8.6,2026-06-11 07:45:36.692000+00:00,3,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,GYHQDXQG,SME,2026-06-02 18:33:13.702000+00:00,8.6,2026-06-11 07:45:36.692000+00:00,3,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,GYHQQLMV,SME,2026-06-02 18:33:21.848000+00:00,8.6,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,GYTEE7YN,SME,2026-06-02 18:33:27.566000+00:00,8.6,2026-06-11 07:45:36.692000+00:00,5,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,GYTRHQYG,SME,2026-06-02 18:33:40.692000+00:00,8.5,2026-06-11 07:45:36.692000+00:00,3,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,GYTEBVG7,SME,2026-06-02 18:34:18.584000+00:00,8.5,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,GYTMABH7,SME,2026-06-02 18:34:26.843000+00:00,8.5,2026-06-11 07:45:36.692000+00:00,3,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,GYTR99TD,SME,2026-06-02 18:34:33.816000+00:00,8.5,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,GYHQGLUF,SME,2026-06-02 18:35:02.817000+00:00,8.5,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,non - có phí
NTB,Lâm Đồng,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,GYTRMPWY,SME,2026-06-02 18:35:08.275000+00:00,8.5,2026-06-11 07:45:36.692000+00:00,3,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,GYTMF7GT,SME,2026-06-02 18:35:08.275000+00:00,8.5,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,NVS778187692,SME,2026-06-02 18:35:08.275000+00:00,8.5,2026-06-11 07:45:36.692000+00:00,3,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,GYTRRBDC,SME,2026-06-02 18:35:17.138000+00:00,8.5,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,cod
NTB,Khánh Hòa,Bưu Cục 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,GYHQGQ4T,SME,2026-06-02 18:50:55.489000+00:00,8.5,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,
NTB,Khánh Hòa,Bưu Cục 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,GYTM96M8,Shopee,2026-06-02 18:53:56.119000+00:00,8.5,2026-06-11 07:45:36.692000+00:00,2,(d) 8 - 9 ngày,
NTB,Lâm Đồng,Bưu Cục Thôn R'Chai 2-Xã Đức Trọng-Lâm Đồng,GYHQ496Y,SME,2026-06-03 05:49:23.117000+00:00,8.1,2026-06-11 07:45:36.692000+00:00,5,(d) 8 - 9 ngày,cod
NTB,Đắk Nông,Bưu Cục 40 Nguyễn Văn Linh-Cư Jút-Đắk Nông,GYTMA6T9,SME,2026-06-03 06:05:57.504000+00:00,8.1,2026-06-11 07:45:36.692000+00:00,5,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 231 Thôn 1-Xã Hòa Ninh-Lâm Đồng,GYTTVUBB,Shopee-Bulky,2026-06-03 06:22:31.833000+00:00,8.1,2026-06-11 07:45:36.692000+00:00,0,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 231 Thôn 1-Xã Hòa Ninh-Lâm Đồng,GYTT789L,Shopee-Bulky,2026-06-03 06:22:52.409000+00:00,8.1,2026-06-11 07:45:36.692000+00:00,0,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục 231 Thôn 1-Xã Hòa Ninh-Lâm Đồng,GYTRUDUB,SME,2026-06-03 06:24:56.644000+00:00,8.1,2026-06-11 07:45:36.692000+00:00,1,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYHQTA4V,Shopee-Bulky,2026-06-03 06:28:58.051000+00:00,8.1,2026-06-11 07:45:36.692000+00:00,0,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,VNGH80333126406,TTS,2026-06-03 06:29:34.088000+00:00,8.1,2026-06-11 07:45:36.692000+00:00,3,(d) 8 - 9 ngày,non - không phí
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYHQQ7EE,Shopee-Bulky,2026-06-03 06:33:34.176000+00:00,8.1,2026-06-11 07:45:36.692000+00:00,0,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMHFER,SME,2026-06-03 06:34:03.787000+00:00,8.0,2026-06-11 07:45:36.692000+00:00,3,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMKNK6,SME,2026-06-03 06:34:03.787000+00:00,8.0,2026-06-11 07:45:36.692000+00:00,0,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTM96CB,SME,2026-06-03 06:34:03.787000+00:00,8.0,2026-06-11 07:45:36.692000+00:00,1,(d) 8 - 9 ngày,cod
NTB,Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,GYHQB64N,SME,2026-06-03 06:38:23.891000+00:00,8.0,2026-06-11 07:45:36.692000+00:00,4,(d) 8 - 9 ngày,cod
