Mã bưu cục,Mã đơn hàng,Loại đơn,Khách hàng,Trạng thái,Thời gian tồn đọng,warehouse_name
20590000,GYHNGWPY,Luân chuyển trả,OTHER,Chưa đóng kiện,0_6,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYTY4X43,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYH7ABP3,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYHU9UXF,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYH9LXUQ,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYH9UV74,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYH9VDFX,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYH964BN,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYH9NL9U,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYH9ABBR,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYH9ABBM,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYH9RV6L,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYH9M88X,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYHVLLCU,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYHVFU3N,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYH6734B,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,VNGH80619766610,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,VNGH80290206702,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,VNGH80971036606,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,VNGH80696726609,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,VNGH80268006605,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,VNGH80055376608,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,VNGH80243576608,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,VNGH80221556604,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYH73WFM,Luân chuyển trả,OTHER,Chưa đóng kiện,12_24,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYH68BLH,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYHPPDYA,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYHBHLDD,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYHBRRMM,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYHNCBY8,Luân chuyển trả,OTHER,Chưa đóng kiện,12_24,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYHDW3V9,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYHNM8RT,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYH4HATW,Luân chuyển giao,SHOPEE,Chưa đóng kiện,12_24,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYHU44VB,Luân chuyển trả,SHOPEE,Không cần đóng kiện,12_24,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYHCDAWE,Luân chuyển trả,OTHER,Chưa đóng kiện,12_24,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYH9LXQA,Luân chuyển trả,OTHER,Chưa đóng kiện,12_24,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYHVEBWL,Luân chuyển trả,OTHER,Chưa đóng kiện,12_24,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYH4XLGR,Luân chuyển giao,OTHER,Chưa đóng kiện,12_24,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,VNGH80383446707,Luân chuyển giao,TTS,Chưa đóng kiện,24_36,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20590000,GYHLRUNA,Luân chuyển trả,OTHER,Không cần đóng kiện,72_96,Bưu Cục Thôn 2-Tuy Đức-Đắk Nông
20543000,VNGH80530726904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà
20543000,VNGH80329946905,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà
2309,GYHDWTA3,Luân chuyển trả,SHOPEE,Không cần đóng kiện,0_6,Bưu Cục Đắk Mil-Đắk Nông
2309,GYHPA36F_PR,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục Đắk Mil-Đắk Nông
2309,GYH64MHK,Luân chuyển trả,OTHER,Không cần đóng kiện,0_6,Bưu Cục Đắk Mil-Đắk Nông
2309,GYT8H3KY,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Đắk Mil-Đắk Nông
2309,GYHFETGL,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Đắk Mil-Đắk Nông
2309,GYHGAWX9,Luân chuyển trả,OTHER,Không cần đóng kiện,6_12,Bưu Cục Đắk Mil-Đắk Nông
2309,GYHC9YDL,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Đắk Mil-Đắk Nông
2309,GYHCNK6Q,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Đắk Mil-Đắk Nông
2357,GYHW9636,Luân chuyển giao,OTHER,Không cần đóng kiện,0_6,Bưu Cục 158 Quốc lộ 55-Tánh Linh-Bình Thuận
2309,GYHCXF3H,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Đắk Mil-Đắk Nông
2357,GYHWVCA4,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục 158 Quốc lộ 55-Tánh Linh-Bình Thuận
2309,GYH988P6,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Đắk Mil-Đắk Nông
2357,GYHW6V67,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục 158 Quốc lộ 55-Tánh Linh-Bình Thuận
2309,GYH9EMNR,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Đắk Mil-Đắk Nông
2357,GYH47C8U_PR,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục 158 Quốc lộ 55-Tánh Linh-Bình Thuận
2309,GYHVVM4K,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Đắk Mil-Đắk Nông
2357,GYHBT3L4,Luân chuyển giao,SHOPEE,Không cần đóng kiện,0_6,Bưu Cục 158 Quốc lộ 55-Tánh Linh-Bình Thuận
2357,GYHKND9G,Luân chuyển giao,OTHER,Không cần đóng kiện,0_6,Bưu Cục 158 Quốc lộ 55-Tánh Linh-Bình Thuận
2309,GYH696FY,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Đắk Mil-Đắk Nông
2309,VNGH80797826701,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,Bưu Cục Đắk Mil-Đắk Nông
2309,VNGH80884386704,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,Bưu Cục Đắk Mil-Đắk Nông
2309,VNGH80473436703,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,Bưu Cục Đắk Mil-Đắk Nông
2309,VNGH80840466609,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,Bưu Cục Đắk Mil-Đắk Nông
2309,VNGH80741526609,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,Bưu Cục Đắk Mil-Đắk Nông
2309,VNGH80627306701,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,Bưu Cục Đắk Mil-Đắk Nông
20588000,GYHUGT4V,Luân chuyển trả,OTHER,Chưa đóng kiện,0_6,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
2309,VNGH80386286607,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,Bưu Cục Đắk Mil-Đắk Nông
20588000,GYHN9U7W,Luân chuyển trả,OTHER,Chưa đóng kiện,0_6,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
2309,VNGH80791946608,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,Bưu Cục Đắk Mil-Đắk Nông
20588000,GYHB8YC7,Luân chuyển giao,SHOPEE,Chưa đóng kiện,0_6,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
2309,GYH6HGUB,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,Bưu Cục Đắk Mil-Đắk Nông
20588000,GYH3GBBB,Luân chuyển giao,SHOPEE,Không cần đóng kiện,0_6,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
2309,GYHDC3BV,Luân chuyển trả,SHOPEE,Không cần đóng kiện,12_24,Bưu Cục Đắk Mil-Đắk Nông
20588000,GYHNGWCW,Luân chuyển trả,OTHER,Chưa đóng kiện,0_6,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
2309,GYHDKKLW,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,Bưu Cục Đắk Mil-Đắk Nông
2309,GYH3FBKL,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,Bưu Cục Đắk Mil-Đắk Nông
2309,GYH4CN4P,Luân chuyển trả,OTHER,Chưa đóng kiện,12_24,Bưu Cục Đắk Mil-Đắk Nông
20543000,VNGH80225696903,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà
20633000,GYH6ENAX,Luân chuyển trả,OTHER,Chưa đóng kiện,0_6,Bưu Cục 237 Nguyễn Tất Thành-Bắc Bình-Bình Thuận
20543000,GYH4GH73_PR,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà
20633000,GYHKD9RK,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục 237 Nguyễn Tất Thành-Bắc Bình-Bình Thuận
20543000,GYH34WNE_PR,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà
20633000,VNGH80721416904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 237 Nguyễn Tất Thành-Bắc Bình-Bình Thuận
20633000,VNGH80653736904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 237 Nguyễn Tất Thành-Bắc Bình-Bình Thuận
20633000,VNGH80734536904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 237 Nguyễn Tất Thành-Bắc Bình-Bình Thuận
20633000,VNGH80928016904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 237 Nguyễn Tất Thành-Bắc Bình-Bình Thuận
2309,GYHDALAA,Luân chuyển trả,OTHER,Chưa đóng kiện,12_24,Bưu Cục Đắk Mil-Đắk Nông
2309,GYH3EXM9,Luân chuyển trả,OTHER,Chưa đóng kiện,12_24,Bưu Cục Đắk Mil-Đắk Nông
2309,GYH3BPD3,Luân chuyển trả,OTHER,Chưa đóng kiện,12_24,Bưu Cục Đắk Mil-Đắk Nông
2309,GYH69CMA,Luân chuyển trả,OTHER,Chưa đóng kiện,12_24,Bưu Cục Đắk Mil-Đắk Nông
2357,GYH4XWC4,Luân chuyển giao,SHOPEE,Chưa đóng kiện,0_6,Bưu Cục 158 Quốc lộ 55-Tánh Linh-Bình Thuận
2357,GYH4XKXN,Luân chuyển giao,SHOPEE,Chưa đóng kiện,0_6,Bưu Cục 158 Quốc lộ 55-Tánh Linh-Bình Thuận
20591000,GYHBT9QQ_PR,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông
20588000,GYHPBC7K,Luân chuyển giao,SHOPEE,Chưa đóng kiện,0_6,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
20591000,VNGH80947336903,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông
20588000,GYHG99MF,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
20543000,GYHDX4TN,Luân chuyển trả,OTHER,Chưa đóng kiện,0_6,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà
20543000,GYHPMYXH_PR,Luân chuyển giao,OTHER,Không cần đóng kiện,0_6,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà
20588000,GYHGVDXE,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
20591000,VNGH80609016903,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông
20543000,GYHB7UG9_PR,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà
20591000,VNGH80345206903,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông
20543000,VNGH80533716904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà
20588000,GYHGAR7G,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
20588000,GYHC7C37,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
20588000,GYHCMTPQ,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
20588000,NVS780927278,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
20588000,GYH9GE7H,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
20588000,GYH9V4CT,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
20591000,VNGH80245206903,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông
20588000,GYH94BMK,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
20591000,VNGH80545936903,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông
20591000,GYH93PL7,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông
20588000,GYH9433D,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
20591000,GYH98E9X,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông
20588000,GYH988CH,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
20588000,GYH9MDQT,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
20588000,GYH9MBQP,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
20591000,GYHVH3LG,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông
20588000,GYHVQN9C,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
20588000,GYHV9FP8,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
20499000,GYH3HPRC_PR,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận
20588000,GYHVWXTG,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
20499000,VNGH80972996904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận
20543000,GYTRCNXN,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà
20499000,GYHKE8TW,Luân chuyển giao,SHOPEE,Chưa đóng kiện,0_6,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận
20543000,GYH9VXEX,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà
20499000,GYHKE8TP,Luân chuyển giao,SHOPEE,Chưa đóng kiện,0_6,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận
20543000,GYH9BQ4C,Luân chuyển trả,OTHER,Không cần đóng kiện,6_12,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà
20499000,GYHKE8TV,Luân chuyển giao,SHOPEE,Chưa đóng kiện,0_6,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận
20543000,GYH9BDXM,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà
20499000,GYHKE8TT,Luân chuyển giao,SHOPEE,Chưa đóng kiện,0_6,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận
20543000,GYH94NUM,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà
20150000,GYHPYP4M,Luân chuyển trả,OTHER,Chưa đóng kiện,0_6,Bưu Cục 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận
20150000,GYHNNMML,Luân chuyển trả,OTHER,Chưa đóng kiện,0_6,Bưu Cục 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận
20591000,GYHVEP3Y,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông
20591000,GYH6CMYQ,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông
20588000,GYHVHHFC,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
20591000,GYH6VDN6,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông
20588000,GYHVEV9V,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
20588000,GYHVAUWC,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà
20495000,GYHPMFCU_PR,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục 40A Yết Kiêu-Nha Trang-Khánh Hòa
20495000,VNGH80884326805,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 40A Yết Kiêu-Nha Trang-Khánh Hòa
20495000,VNGH80610226901,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 40A Yết Kiêu-Nha Trang-Khánh Hòa
20495000,VNGH80320016901,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 40A Yết Kiêu-Nha Trang-Khánh Hòa
20495000,VNGH80560446810,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 40A Yết Kiêu-Nha Trang-Khánh Hòa
20495000,VNGH80036906806,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 40A Yết Kiêu-Nha Trang-Khánh Hòa
20495000,GYH4KAPG_PR,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục 40A Yết Kiêu-Nha Trang-Khánh Hòa
20495000,GYH4DLBB_PR,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục 40A Yết Kiêu-Nha Trang-Khánh Hòa
20495000,GYHKXTFU,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục 40A Yết Kiêu-Nha Trang-Khánh Hòa
20143000,GYHVMHHB,Luân chuyển trả,OTHER,Chưa đóng kiện,0_6,Bưu Cục 39 Hùng Vương-Diên Khánh-Khánh Hòa
20143000,GYHNWGCE,Luân chuyển trả,OTHER,Chưa đóng kiện,0_6,Bưu Cục 39 Hùng Vương-Diên Khánh-Khánh Hòa
20143000,GYHBEL6A_PR,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục 39 Hùng Vương-Diên Khánh-Khánh Hòa
20143000,GYH4P4RL,Luân chuyển giao,SHOPEE,Chưa đóng kiện,0_6,Bưu Cục 39 Hùng Vương-Diên Khánh-Khánh Hòa
20663000,GYHKKWQF,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục 44B Nguyễn Đình Chiểu-Đạ Teh-Lâm Đồng
20143000,GYH6HDW6,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục 39 Hùng Vương-Diên Khánh-Khánh Hòa
20663000,GYH4PWPG_PR,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục 44B Nguyễn Đình Chiểu-Đạ Teh-Lâm Đồng
20143000,GYHBFBEM,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục 39 Hùng Vương-Diên Khánh-Khánh Hòa
20663000,GYH3X9Q6,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục 44B Nguyễn Đình Chiểu-Đạ Teh-Lâm Đồng
20143000,YOD1SO045860060,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,Bưu Cục 39 Hùng Vương-Diên Khánh-Khánh Hòa
20663000,GYHBLTVH,Luân chuyển trả,OTHER,Chưa đóng kiện,0_6,Bưu Cục 44B Nguyễn Đình Chiểu-Đạ Teh-Lâm Đồng
20143000,GYH3Y8PP,Luân chuyển giao,SHOPEE,Chưa đóng kiện,0_6,Bưu Cục 39 Hùng Vương-Diên Khánh-Khánh Hòa
20663000,VNGH80856196904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 44B Nguyễn Đình Chiểu-Đạ Teh-Lâm Đồng
20143000,GYH9YX4E,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 39 Hùng Vương-Diên Khánh-Khánh Hòa
20663000,VNGH80867596904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 44B Nguyễn Đình Chiểu-Đạ Teh-Lâm Đồng
20143000,GYH9RW3F,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,Bưu Cục 39 Hùng Vương-Diên Khánh-Khánh Hòa
20663000,VNGH80867796904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 44B Nguyễn Đình Chiểu-Đạ Teh-Lâm Đồng
20663000,VNGH80842076904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 44B Nguyễn Đình Chiểu-Đạ Teh-Lâm Đồng
20663000,VNGH80761596904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 44B Nguyễn Đình Chiểu-Đạ Teh-Lâm Đồng
20663000,VNGH80741676904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 44B Nguyễn Đình Chiểu-Đạ Teh-Lâm Đồng
20663000,VNGH80662476904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 44B Nguyễn Đình Chiểu-Đạ Teh-Lâm Đồng
20663000,VNGH80741476904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 44B Nguyễn Đình Chiểu-Đạ Teh-Lâm Đồng
20663000,VNGH80662276904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 44B Nguyễn Đình Chiểu-Đạ Teh-Lâm Đồng
20663000,VNGH80546276904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 44B Nguyễn Đình Chiểu-Đạ Teh-Lâm Đồng
20663000,VNGH80658476904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 44B Nguyễn Đình Chiểu-Đạ Teh-Lâm Đồng
20663000,VNGH80371996904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 44B Nguyễn Đình Chiểu-Đạ Teh-Lâm Đồng
20663000,VNGH80546476904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 44B Nguyễn Đình Chiểu-Đạ Teh-Lâm Đồng
1896,VNGH80645916905,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục Đạ Huoai-Lâm Đồng
20663000,VNGH80654676904,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục 44B Nguyễn Đình Chiểu-Đạ Teh-Lâm Đồng
1896,VNGH80543116905,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục Đạ Huoai-Lâm Đồng
1896,VNGH80443916905,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,Bưu Cục Đạ Huoai-Lâm Đồng
