Vùng,Tỉnh,BC,Mã đơn,Tệp khách,Ngày nhập BC Giao,Số ngày đã nhập BC,Giờ câp nhật,Số lần giao,Nhóm BL,COD
NTB,Đắk Nông,Bưu Cục 53 Tôn Đức Thắng-Nghĩa Thành-Gia Nghĩa-Đắk Nông,GYW8REL3,SME,2026-05-10 05:02:12.676000+00:00,35.1,2026-06-14 07:45:35.118000+00:00,0,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Đạ Rsal-Đam Rông-Lâm Đồng,GYTLUC9G,SME,2026-05-12 09:01:38.353000+00:00,32.9,2026-06-14 07:45:35.118000+00:00,0,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTCV7VH,SME,2026-05-17 14:00:53.869000+00:00,27.7,2026-06-14 07:45:35.118000+00:00,4,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Đạ Rsal-Đam Rông-Lâm Đồng,GYTUYNRL,SME,2026-05-18 10:53:37.470000+00:00,26.9,2026-06-14 07:45:35.118000+00:00,0,(k) > 15 ngày,non - không phí
NTB,Lâm Đồng,Bưu Cục 337 Hùng Vương-Lộc Thắng-Bảo Lâm-Lâm Đồng ,GYT6VTNQ,SME,2026-05-18 12:29:48.454000+00:00,26.8,2026-06-14 07:45:35.118000+00:00,1,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu cục Đinh Văn-Lâm Hà-Lâm Đồng,GYTNHRGG,SME,2026-05-20 12:39:34.310000+00:00,24.8,2026-06-14 07:45:35.118000+00:00,2,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Langbiang-Lạc Dương-Lâm Đồng,GYTPUCQR,SME,2026-05-23 07:15:43.156000+00:00,22.0,2026-06-14 07:45:35.118000+00:00,0,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Đạ Rsal-Đam Rông-Lâm Đồng,GYTDHML3,SME,2026-05-23 08:38:52.070000+00:00,22.0,2026-06-14 07:45:35.118000+00:00,0,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Langbiang-Lạc Dương-Lâm Đồng,GYT3X849,SME,2026-05-23 13:24:11.243000+00:00,21.8,2026-06-14 07:45:35.118000+00:00,3,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Đạ Rsal-Đam Rông-Lâm Đồng,GYT48BQE,SME,2026-05-23 16:01:26.923000+00:00,21.7,2026-06-14 07:45:35.118000+00:00,3,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Đạ Rsal-Đam Rông-Lâm Đồng,GYTB8R7R,SME,2026-05-23 16:04:46.286000+00:00,21.7,2026-06-14 07:45:35.118000+00:00,0,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYT4PHWK,SME,2026-05-24 14:49:24.982000+00:00,20.7,2026-06-14 07:45:35.118000+00:00,0,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTKTMN7,SME,2026-05-25 14:49:53.241000+00:00,19.7,2026-06-14 07:45:35.118000+00:00,0,(k) > 15 ngày,cod
NTB,Đắk Nông,Bưu Cục Quảng Khê-Đắk Glong-Đắk Nông,GYTCRGCP,SME,2026-05-26 06:07:27.387000+00:00,19.1,2026-06-14 07:45:35.118000+00:00,0,(k) > 15 ngày,non - không phí
NTB,Lâm Đồng,Bưu cục Ngô Thỳ Sỹ-Đà Lạt-Lâm Đồng,GYTWCPL6,SME,2026-05-26 07:44:13.556000+00:00,19.0,2026-06-14 07:45:35.118000+00:00,2,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Đạ Rsal-Đam Rông-Lâm Đồng,GYTCRGC7,SME,2026-05-26 08:40:43.409000+00:00,19.0,2026-06-14 07:45:35.118000+00:00,0,(k) > 15 ngày,non - không phí
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTWHKP6,SME,2026-05-26 15:29:21.376000+00:00,18.7,2026-06-14 07:45:35.118000+00:00,2,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTHR9QX,SME,2026-05-27 06:35:05.957000+00:00,18.0,2026-06-14 07:45:35.118000+00:00,1,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục TDP Nghĩa Đức-Thạnh Mỹ-Đơn Dương-Lâm Đồng,GYTWL7RG,SME,2026-05-27 06:45:11.392000+00:00,18.0,2026-06-14 07:45:35.118000+00:00,0,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Langbiang-Lạc Dương-Lâm Đồng,GYTT44T6,SME,2026-05-27 07:17:52.528000+00:00,18.0,2026-06-14 07:45:35.118000+00:00,0,(k) > 15 ngày,cod
NTB,Khánh Hòa,Bưu Cục 56 Phan Đình Phùng-Cam Linh-Khánh Hòa,GYTHLLAP,SME,2026-05-27 15:03:30.015000+00:00,17.7,2026-06-14 07:45:35.118000+00:00,1,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục TDP Nghĩa Đức-Thạnh Mỹ-Đơn Dương-Lâm Đồng,GYTXAMVP,SME,2026-05-28 12:19:49.864000+00:00,16.8,2026-06-14 07:45:35.118000+00:00,5,(k) > 15 ngày,cod
NTB,Bình Thuận,Bưu Cục Phú Thủy-Phan Thiết-Bình Thuận,GYTX4X4A,SME,2026-05-28 12:27:09.829000+00:00,16.8,2026-06-14 07:45:35.118000+00:00,6,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu cục Ngô Thỳ Sỹ-Đà Lạt-Lâm Đồng,GYTHQ9WB,SME,2026-05-28 12:52:56.622000+00:00,16.8,2026-06-14 07:45:35.118000+00:00,1,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Đạ Rsal-Đam Rông-Lâm Đồng,GYTW733R,SME,2026-05-28 15:25:50.869000+00:00,16.7,2026-06-14 07:45:35.118000+00:00,1,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTXBVEB,SME,2026-05-28 15:39:11.884000+00:00,16.7,2026-06-14 07:45:35.118000+00:00,3,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Langbiang-Lạc Dương-Lâm Đồng,GYTH8TEM,SME,2026-05-28 18:55:32.993000+00:00,16.5,2026-06-14 07:45:35.118000+00:00,0,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTXQ8L3,SME,2026-05-29 06:34:44.812000+00:00,16.0,2026-06-14 07:45:35.118000+00:00,3,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục TDP Nghĩa Đức-Thạnh Mỹ-Đơn Dương-Lâm Đồng,GYTXYFQX,SME,2026-05-29 12:30:09.131000+00:00,15.8,2026-06-14 07:45:35.118000+00:00,4,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục TDP Nghĩa Đức-Thạnh Mỹ-Đơn Dương-Lâm Đồng,GYTAHAAU,SME,2026-05-29 12:31:25.461000+00:00,15.8,2026-06-14 07:45:35.118000+00:00,4,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTAGLCK,SME,2026-05-29 14:27:50.105000+00:00,15.7,2026-06-14 07:45:35.118000+00:00,2,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTXXR9M,SME,2026-05-29 14:28:37.303000+00:00,15.7,2026-06-14 07:45:35.118000+00:00,2,(k) > 15 ngày,non - không phí
NTB,Lâm Đồng,Bưu Cục Đạ Rsal-Đam Rông-Lâm Đồng,GYTHGDKU,SME,2026-05-29 15:16:46.106000+00:00,15.7,2026-06-14 07:45:35.118000+00:00,0,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu cục Đinh Văn-Lâm Hà-Lâm Đồng,GYTXV4R9,SME,2026-05-30 06:05:07.475000+00:00,15.1,2026-06-14 07:45:35.118000+00:00,0,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTA3FDR,SME,2026-05-30 06:30:43.450000+00:00,15.1,2026-06-14 07:45:35.118000+00:00,1,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYT8DLRW,SME,2026-05-30 06:33:37.372000+00:00,15.0,2026-06-14 07:45:35.118000+00:00,0,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục TDP Nghĩa Đức-Thạnh Mỹ-Đơn Dương-Lâm Đồng,GYT87CFX,SME,2026-05-30 07:00:15.819000+00:00,15.0,2026-06-14 07:45:35.118000+00:00,4,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục 337 Hùng Vương-Lộc Thắng-Bảo Lâm-Lâm Đồng ,GYTAC7EE,SME,2026-05-30 07:07:24.142000+00:00,15.0,2026-06-14 07:45:35.118000+00:00,0,(k) > 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Đạ Rsal-Đam Rông-Lâm Đồng,GYTA9DC3,SME,2026-05-30 15:27:49.892000+00:00,14.7,2026-06-14 07:45:35.118000+00:00,1,(j) 14 - 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Đạ Rsal-Đam Rông-Lâm Đồng,GYTW4HF3,Shopee,2026-05-30 15:34:39.659000+00:00,14.7,2026-06-14 07:45:35.118000+00:00,0,(j) 14 - 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTYQE78,SME,2026-05-30 15:41:32.969000+00:00,14.7,2026-06-14 07:45:35.118000+00:00,2,(j) 14 - 15 ngày,non - không phí
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYT8QD4C,SME,2026-05-30 15:42:24.959000+00:00,14.7,2026-06-14 07:45:35.118000+00:00,0,(j) 14 - 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTAX8A6,SME,2026-05-30 15:42:24.959000+00:00,14.7,2026-06-14 07:45:35.118000+00:00,0,(j) 14 - 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYT8D6KB,SME,2026-05-30 15:42:51.987000+00:00,14.7,2026-06-14 07:45:35.118000+00:00,1,(j) 14 - 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTAXY6H,SME,2026-05-30 15:43:59.779000+00:00,14.7,2026-06-14 07:45:35.118000+00:00,2,(j) 14 - 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,GYTYF9M9,SME,2026-05-30 17:31:12.398000+00:00,14.6,2026-06-14 07:45:35.118000+00:00,3,(j) 14 - 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Langbiang-Lạc Dương-Lâm Đồng,GYT8GXVW,SME,2026-05-30 19:11:55.258000+00:00,14.5,2026-06-14 07:45:35.118000+00:00,0,(j) 14 - 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTAM4KG,SME,2026-05-31 06:31:46.429000+00:00,14.1,2026-06-14 07:45:35.118000+00:00,1,(j) 14 - 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTAM49A,SME,2026-05-31 06:34:18.335000+00:00,14.0,2026-06-14 07:45:35.118000+00:00,1,(j) 14 - 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục 337 Hùng Vương-Lộc Thắng-Bảo Lâm-Lâm Đồng ,GYTYEWUU,SME,2026-05-31 07:07:15.025000+00:00,14.0,2026-06-14 07:45:35.118000+00:00,4,(j) 14 - 15 ngày,cod
NTB,Lâm Đồng,Bưu Cục Đạ Rsal-Đam Rông-Lâm Đồng,GYTYKEXB,SME,2026-05-31 08:23:36.984000+00:00,14.0,2026-06-14 07:45:35.118000+00:00,3,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục Đạ Rsal-Đam Rông-Lâm Đồng,GYT8H3E4,SME,2026-05-31 08:26:12.140000+00:00,14.0,2026-06-14 07:45:35.118000+00:00,0,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục 231 Thôn 1-Xã Hòa Ninh-Lâm Đồng,GYT8NBHM,SME,2026-05-31 12:05:41.613000+00:00,13.8,2026-06-14 07:45:35.118000+00:00,4,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục 231 Thôn 1-Xã Hòa Ninh-Lâm Đồng,GYTBA7M7,SME,2026-05-31 12:05:41.613000+00:00,13.8,2026-06-14 07:45:35.118000+00:00,6,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục 231 Thôn 1-Xã Hòa Ninh-Lâm Đồng,GYTTKCDR,SME,2026-05-31 12:10:43.497000+00:00,13.8,2026-06-14 07:45:35.118000+00:00,3,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục 337 Hùng Vương-Lộc Thắng-Bảo Lâm-Lâm Đồng ,GYT8T9LF,SME,2026-05-31 13:49:03.888000+00:00,13.7,2026-06-14 07:45:35.118000+00:00,1,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục 337 Hùng Vương-Lộc Thắng-Bảo Lâm-Lâm Đồng ,GYTKUQ9E,SME,2026-05-31 13:49:31.572000+00:00,13.7,2026-06-14 07:45:35.118000+00:00,0,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục 337 Hùng Vương-Lộc Thắng-Bảo Lâm-Lâm Đồng ,GYT8T4L4,SME,2026-05-31 13:53:31.695000+00:00,13.7,2026-06-14 07:45:35.118000+00:00,3,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTYMV6B,SME,2026-05-31 15:43:12.009000+00:00,13.7,2026-06-14 07:45:35.118000+00:00,0,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYT8L4UL,SME,2026-05-31 15:47:14.033000+00:00,13.7,2026-06-14 07:45:35.118000+00:00,1,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục Langbiang-Lạc Dương-Lâm Đồng,GYTY43UV,SME,2026-05-31 18:18:41.910000+00:00,13.6,2026-06-14 07:45:35.118000+00:00,1,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục Langbiang-Lạc Dương-Lâm Đồng,GYT88QHL,SME,2026-05-31 18:20:22.226000+00:00,13.6,2026-06-14 07:45:35.118000+00:00,0,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục Langbiang-Lạc Dương-Lâm Đồng,GYTYTQNV,SME,2026-05-31 18:22:19.079000+00:00,13.6,2026-06-14 07:45:35.118000+00:00,0,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTYYVXH,SME,2026-06-01 06:33:54.938000+00:00,13.0,2026-06-14 07:45:35.118000+00:00,1,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTYYGUK,SME,2026-06-01 06:34:03.051000+00:00,13.0,2026-06-14 07:45:35.118000+00:00,1,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTYYLN3,SME,2026-06-01 06:34:05.493000+00:00,13.0,2026-06-14 07:45:35.118000+00:00,1,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTM7UY7,Shopee-Bulky,2026-06-01 06:34:08.227000+00:00,13.0,2026-06-14 07:45:35.118000+00:00,1,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTYYUGT,SME,2026-06-01 06:34:26.049000+00:00,13.0,2026-06-14 07:45:35.118000+00:00,1,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTY8YK3,SME,2026-06-01 06:34:29.071000+00:00,13.0,2026-06-14 07:45:35.118000+00:00,1,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTYY7PR,SME,2026-06-01 06:34:37.529000+00:00,13.0,2026-06-14 07:45:35.118000+00:00,1,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTY8EUV,SME,2026-06-01 06:34:45.407000+00:00,13.0,2026-06-14 07:45:35.118000+00:00,1,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTYY97V,SME,2026-06-01 06:36:00.671000+00:00,13.0,2026-06-14 07:45:35.118000+00:00,1,(i) 13 - 14 ngày,cod
NTB,Khánh Hòa,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà,GYTR6FUW,SME,2026-06-01 06:36:30.914000+00:00,13.0,2026-06-14 07:45:35.118000+00:00,0,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTRKNPT,SME,2026-06-01 06:39:38.614000+00:00,13.0,2026-06-14 07:45:35.118000+00:00,1,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTRCTRW,SME,2026-06-01 06:39:38.614000+00:00,13.0,2026-06-14 07:45:35.118000+00:00,0,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục TDP Nghĩa Đức-Thạnh Mỹ-Đơn Dương-Lâm Đồng,GYTRH66T,SME,2026-06-01 06:47:14.989000+00:00,13.0,2026-06-14 07:45:35.118000+00:00,4,(i) 13 - 14 ngày,cod
NTB,Khánh Hòa,Bưu Cục 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,GYTM4X8B,SME,2026-06-01 07:12:05.741000+00:00,13.0,2026-06-14 07:45:35.118000+00:00,1,(i) 13 - 14 ngày,cod
NTB,Lâm Đồng,Bưu Cục 337 Hùng Vương-Lộc Thắng-Bảo Lâm-Lâm Đồng ,GYTYDK86,Shopee-Bulky,2026-06-01 07:54:14.853000+00:00,13.0,2026-06-14 07:45:35.118000+00:00,2,(h) 12 - 13 ngày,cod
NTB,Lâm Đồng,Bưu Cục TDP Nghĩa Đức-Thạnh Mỹ-Đơn Dương-Lâm Đồng,GYTMLEQ6,SME,2026-06-01 11:40:12.663000+00:00,12.8,2026-06-14 07:45:35.118000+00:00,3,(h) 12 - 13 ngày,cod
NTB,Lâm Đồng,Bưu Cục TDP Nghĩa Đức-Thạnh Mỹ-Đơn Dương-Lâm Đồng,GYTRGXGD,SME,2026-06-01 11:42:52.479000+00:00,12.8,2026-06-14 07:45:35.118000+00:00,3,(h) 12 - 13 ngày,cod
NTB,Lâm Đồng,Bưu Cục 337 Hùng Vương-Lộc Thắng-Bảo Lâm-Lâm Đồng ,GYTYBQ3Q,SME,2026-06-01 14:15:55.099000+00:00,12.7,2026-06-14 07:45:35.118000+00:00,0,(h) 12 - 13 ngày,non - không phí
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTR9UUN,Shopee,2026-06-01 15:27:48.523000+00:00,12.7,2026-06-14 07:45:35.118000+00:00,1,(h) 12 - 13 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTY4LEA,SME,2026-06-01 15:29:17.075000+00:00,12.7,2026-06-14 07:45:35.118000+00:00,1,(h) 12 - 13 ngày,cod
NTB,Lâm Đồng,Bưu Cục Langbiang-Lạc Dương-Lâm Đồng,GYTMU6C3,SME,2026-06-01 17:53:17+00:00,12.6,2026-06-14 07:45:35.118000+00:00,2,(h) 12 - 13 ngày,cod
NTB,Khánh Hòa,Bưu Cục 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,GYTMTYL3,SME,2026-06-01 18:58:19.457000+00:00,12.5,2026-06-14 07:45:35.118000+00:00,3,(h) 12 - 13 ngày,non - không phí
NTB,Khánh Hòa,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà,GYTRKKHX,SME,2026-06-02 06:21:57.916000+00:00,12.1,2026-06-14 07:45:35.118000+00:00,0,(h) 12 - 13 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTRXWBD,SME,2026-06-02 06:27:50.655000+00:00,12.1,2026-06-14 07:45:35.118000+00:00,0,(h) 12 - 13 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYHQLYYL,SME,2026-06-02 06:28:13.057000+00:00,12.1,2026-06-14 07:45:35.118000+00:00,0,(h) 12 - 13 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTRYXMQ,SME,2026-06-02 06:28:19.161000+00:00,12.1,2026-06-14 07:45:35.118000+00:00,3,(h) 12 - 13 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMQ7TF,SME,2026-06-02 06:28:28.233000+00:00,12.1,2026-06-14 07:45:35.118000+00:00,2,(h) 12 - 13 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMMB3H,Shopee,2026-06-02 06:29:28.181000+00:00,12.1,2026-06-14 07:45:35.118000+00:00,2,(h) 12 - 13 ngày,cod
NTB,Lâm Đồng,Bưu Cục Đạ Rsal-Đam Rông-Lâm Đồng,GYHQ7CF7,SME,2026-06-02 06:50:50.800000+00:00,12.0,2026-06-14 07:45:35.118000+00:00,2,(h) 12 - 13 ngày,cod
NTB,Lâm Đồng,Bưu Cục 337 Hùng Vương-Lộc Thắng-Bảo Lâm-Lâm Đồng ,GYTRVXEL,SME,2026-06-02 07:04:27.542000+00:00,12.0,2026-06-14 07:45:35.118000+00:00,0,(h) 12 - 13 ngày,cod
NTB,Lâm Đồng,Bưu Cục 337 Hùng Vương-Lộc Thắng-Bảo Lâm-Lâm Đồng ,GYTM97Q4,SME,2026-06-02 07:07:18.132000+00:00,12.0,2026-06-14 07:45:35.118000+00:00,2,(h) 12 - 13 ngày,cod
NTB,Khánh Hòa,Bưu Cục 56 Phan Đình Phùng-Cam Linh-Khánh Hòa,GYTMM3B3,Shopee,2026-06-02 07:09:39.143000+00:00,12.0,2026-06-14 07:45:35.118000+00:00,2,(h) 12 - 13 ngày,cod
NTB,Lâm Đồng,Bưu Cục Đạ Rsal-Đam Rông-Lâm Đồng,GYTYKBGE,SME,2026-06-02 08:11:45.270000+00:00,12.0,2026-06-14 07:45:35.118000+00:00,0,(g) 11 - 12 ngày,cod
NTB,Lâm Đồng,Bưu Cục 231 Thôn 1-Xã Hòa Ninh-Lâm Đồng,GYTEEXDX,Shopee,2026-06-02 11:48:06.370000+00:00,11.8,2026-06-14 07:45:35.118000+00:00,1,(g) 11 - 12 ngày,cod
NTB,Đắk Nông,Bưu Cục 01 Nguyễn Tất Thành-Đắk R lấp-Đắk Nông,GYTMEFQ9,SME,2026-06-02 12:06:01.418000+00:00,11.8,2026-06-14 07:45:35.118000+00:00,2,(g) 11 - 12 ngày,cod
NTB,Lâm Đồng,Bưu Cục 337 Hùng Vương-Lộc Thắng-Bảo Lâm-Lâm Đồng ,GYTMXHBA,SME,2026-06-02 13:59:30.712000+00:00,11.7,2026-06-14 07:45:35.118000+00:00,2,(g) 11 - 12 ngày,cod
NTB,Lâm Đồng,Bưu Cục Đạ Rsal-Đam Rông-Lâm Đồng,GYTM3TUD,SME,2026-06-02 15:03:14.410000+00:00,11.7,2026-06-14 07:45:35.118000+00:00,0,(g) 11 - 12 ngày,cod
NTB,Khánh Hòa,Bưu Cục 56 Phan Đình Phùng-Cam Linh-Khánh Hòa,GYTEM7HF,SME,2026-06-02 15:03:27.968000+00:00,11.7,2026-06-14 07:45:35.118000+00:00,2,(g) 11 - 12 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTEEMTF,SME,2026-06-02 15:42:15.821000+00:00,11.7,2026-06-14 07:45:35.118000+00:00,0,(g) 11 - 12 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTEHEY4,SME,2026-06-02 15:42:15.821000+00:00,11.7,2026-06-14 07:45:35.118000+00:00,3,(g) 11 - 12 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTM66DK,SME,2026-06-02 15:45:10.130000+00:00,11.7,2026-06-14 07:45:35.118000+00:00,0,(g) 11 - 12 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMHTXB,SME,2026-06-02 15:45:46.528000+00:00,11.7,2026-06-14 07:45:35.118000+00:00,0,(g) 11 - 12 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTM6G7T,SME,2026-06-02 15:47:24.619000+00:00,11.7,2026-06-14 07:45:35.118000+00:00,0,(g) 11 - 12 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTMQUWB,SME,2026-06-02 15:47:24.619000+00:00,11.7,2026-06-14 07:45:35.118000+00:00,3,(g) 11 - 12 ngày,cod
NTB,Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,GYTM8BBA,SME,2026-06-02 15:47:24.619000+00:00,11.7,2026-06-14 07:45:35.118000+00:00,1,(g) 11 - 12 ngày,cod
