Cấp Quản Lý,Chi tiết,Loại Hàng,Time,Volume,% Gán,% GTC,% Chuyển trả,Leadtime,Sản Lượng Giao Thành Công,Sản Lượng Chuyển Trả,Sản Lượng Gán,Sản Lượng Trả,Sản Lượng Tồn,Sản Lượng Chưa Gán,% Chưa Gán,%Tồn,Hàng Mới Về Trong Ngày,Tỉnh,Vùng,AM
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Mới Ca 1,2026-06-13 - Thứ 7,289,100.00%,82.70%,0.00%,12.4,239,0,289,0,50,0,0.00%,17.30%,289,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Mới Ca 1,2026-05-20 - Thứ 4,255,99.61%,85.10%,0.00%,9.68,217,0,254,0,38,1,0.39%,14.90%,255,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Mới Ca 1,2026-06-01 - Thứ 2,211,100.00%,82.94%,0.00%,12.76,175,0,211,0,36,0,0.00%,17.06%,211,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Mới Ca 1,2026-05-30 - Thứ 7,259,100.00%,83.78%,0.00%,12.79,217,0,259,0,42,0,0.00%,16.22%,259,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Mới Ca 1,2026-05-22 - Thứ 6,261,100.00%,85.06%,0.00%,14.19,222,0,261,0,39,0,0.00%,14.94%,261,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Mới Ca 1,2026-05-19 - Thứ 3,237,99.58%,85.23%,0.00%,13.85,202,0,236,0,35,1,0.42%,14.77%,237,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Mới Ca 1,2026-05-29 - Thứ 6,294,98.98%,84.35%,0.00%,13.36,248,0,291,0,46,3,1.02%,15.65%,294,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Mới Ca 1,2026-06-06 - Thứ 7,353,100.00%,86.97%,0.00%,13.55,307,0,353,0,46,0,0.00%,13.03%,353,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Mới Ca 1,2026-05-17 - Chủ Nhật,229,100.00%,82.53%,0.00%,15.71,189,0,229,0,40,0,0.00%,17.47%,229,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Mới Ca 1,2026-05-25 - Thứ 2,213,99.53%,80.75%,0.00%,13.59,172,0,212,0,41,1,0.47%,19.25%,213,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Mới Ca 1,2026-06-08 - Thứ 2,228,100.00%,87.28%,0.00%,13.6,199,0,228,0,29,0,0.00%,12.72%,228,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Mới Ca 1,2026-06-10 - Thứ 4,222,98.65%,88.74%,0.00%,7.72,197,0,219,0,25,3,1.35%,11.26%,222,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Mới Ca 1,2026-05-21 - Thứ 5,318,100.00%,85.22%,0.00%,12.76,271,0,318,0,47,0,0.00%,14.78%,318,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Mới Ca 1,2026-06-02 - Thứ 3,204,100.00%,88.73%,0.00%,13.44,181,0,204,0,23,0,0.00%,11.27%,204,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Mới Ca 1,2026-05-23 - Thứ 7,193,99.48%,85.49%,0.00%,17.02,165,0,192,0,28,1,0.52%,14.51%,193,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Mới Ca 1,2026-06-12 - Thứ 6,316,99.68%,88.61%,0.00%,10.89,280,0,315,0,36,1,0.32%,11.39%,316,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Mới Ca 1,2026-06-09 - Thứ 3,351,100.00%,85.19%,0.00%,13.61,299,0,351,0,52,0,0.00%,14.81%,351,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Mới Ca 2,2026-06-09 - Thứ 3,81,7.41%,7.41%,0.00%,3.67,6,0,6,0,75,75,92.59%,92.59%,81,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Mới Ca 2,2026-05-23 - Thứ 7,70,100.00%,85.71%,0.00%,5.55,60,0,70,0,10,0,0.00%,14.29%,70,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-06-10 - Thứ 4,149,99.33%,63.76%,2.68%,30.37,95,4,148,4,50,1,0.67%,33.56%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-06-02 - Thứ 3,70,94.29%,20.00%,17.14%,44.29,14,12,66,12,44,4,5.71%,62.86%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-06-03 - Thứ 4,57,96.49%,36.84%,3.51%,56.57,21,2,55,2,34,2,3.51%,59.65%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-05-19 - Thứ 3,62,98.39%,35.48%,3.23%,54.95,22,2,61,2,38,1,1.61%,61.29%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-06-09 - Thứ 3,61,100.00%,39.34%,11.48%,44.13,24,7,61,7,30,0,0.00%,49.18%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-05-20 - Thứ 4,67,98.51%,37.31%,5.97%,50.04,25,4,66,4,38,1,1.49%,56.72%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-06-13 - Thứ 7,57,100.00%,45.61%,3.51%,44,26,2,57,2,29,0,0.00%,50.88%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-05-28 - Thứ 5,84,98.81%,32.14%,9.52%,51.41,27,8,83,8,49,1,1.19%,58.34%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-05-22 - Thứ 6,78,97.44%,34.62%,2.56%,51.07,27,2,76,2,49,2,2.56%,62.82%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-05-17 - Chủ Nhật,77,100.00%,35.06%,2.60%,48.33,27,2,77,2,48,0,0.00%,62.34%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-05-21 - Thứ 5,72,97.22%,37.50%,8.33%,44.78,27,6,70,6,39,2,2.78%,54.17%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-05-25 - Thứ 2,78,100.00%,35.90%,6.41%,40.57,28,5,78,5,45,0,0.00%,57.69%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-05-24 - Chủ Nhật,76,98.68%,38.16%,6.58%,52.34,29,5,75,5,42,1,1.32%,55.26%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-06-06 - Thứ 7,75,98.67%,38.67%,0.00%,47.41,29,0,74,0,46,1,1.33%,61.33%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-05-29 - Thứ 6,84,98.81%,35.71%,5.95%,46.1,30,5,83,5,49,1,1.19%,58.34%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-05-26 - Thứ 3,76,100.00%,40.79%,6.58%,51.29,31,5,76,5,40,0,0.00%,52.63%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-06-11 - Thứ 5,71,98.59%,43.66%,11.27%,45.16,31,8,70,8,32,1,1.41%,45.07%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-05-30 - Thứ 7,91,97.80%,34.07%,5.49%,46.71,31,5,89,5,55,2,2.20%,60.44%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-05-18 - Thứ 2,76,100.00%,42.11%,3.95%,43.84,32,3,76,3,41,0,0.00%,53.94%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-05-31 - Chủ Nhật,85,97.65%,38.82%,8.24%,43.33,33,7,83,7,45,2,2.35%,52.94%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-06-04 - Thứ 5,74,95.95%,44.59%,1.35%,47.18,33,1,71,1,40,3,4.05%,54.06%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-06-01 - Thứ 2,80,95.00%,41.25%,5.00%,46.3,33,4,76,4,43,4,5.00%,53.75%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-05-23 - Thứ 7,83,97.59%,39.76%,2.41%,50.03,33,2,81,2,48,2,2.41%,57.83%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-05-27 - Thứ 4,92,98.91%,36.96%,3.26%,41.76,34,3,91,3,55,1,1.09%,59.78%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-06-05 - Thứ 6,92,98.91%,41.30%,6.52%,44.26,38,6,91,6,48,1,1.09%,52.18%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-06-12 - Thứ 6,64,100.00%,60.94%,1.56%,44.15,39,1,64,1,24,0,0.00%,37.50%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-06-07 - Chủ Nhật,86,98.84%,46.51%,5.81%,50.23,40,5,85,5,41,1,1.16%,47.68%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Đắk Mil-Đắk Nông,Hàng Tồn,2026-06-08 - Thứ 2,87,100.00%,48.28%,8.05%,43.69,42,7,87,7,38,0,0.00%,43.67%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-06-11 - Thứ 5,152,88.16%,70.39%,0.00%,15.84,107,0,134,0,45,18,11.84%,29.61%,152,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-05-27 - Thứ 4,117,88.03%,77.78%,0.00%,20,91,0,103,0,26,14,11.97%,22.22%,117,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-06-13 - Thứ 7,156,85.26%,65.38%,0.00%,16.42,102,0,133,0,54,23,14.74%,34.62%,156,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-05-20 - Thứ 4,109,98.17%,88.99%,0.00%,14.86,97,0,107,0,12,2,1.83%,11.01%,109,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-05-22 - Thứ 6,150,99.33%,86.67%,0.00%,14.12,130,0,149,0,20,1,0.67%,13.33%,150,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-06-10 - Thứ 4,127,92.91%,76.38%,0.79%,18.48,97,1,118,1,29,9,7.09%,22.83%,127,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-06-02 - Thứ 3,95,36.84%,33.68%,0.00%,23.16,32,0,35,0,63,60,63.16%,66.32%,95,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-06-04 - Thứ 5,108,51.85%,42.59%,0.00%,18.67,46,0,56,0,62,52,48.15%,57.41%,108,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-05-29 - Thứ 6,126,53.17%,39.68%,0.00%,14.5,50,0,67,0,76,59,46.83%,60.32%,126,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-06-12 - Thứ 6,130,48.46%,38.46%,0.00%,14.22,50,0,63,0,80,67,51.54%,61.54%,130,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-05-18 - Thứ 2,76,92.11%,69.74%,0.00%,18.23,53,0,70,0,23,6,7.89%,30.26%,76,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-06-01 - Thứ 2,108,68.52%,50.00%,0.00%,14.61,54,0,74,0,54,34,31.48%,50.00%,108,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-05-21 - Thứ 5,82,82.93%,67.07%,0.00%,15.27,55,0,68,0,27,14,17.07%,32.93%,82,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-05-23 - Thứ 7,129,51.16%,42.64%,0.00%,16.24,55,0,66,0,74,63,48.84%,57.36%,129,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-05-31 - Chủ Nhật,141,55.32%,43.26%,0.71%,16.52,61,1,78,1,79,63,44.68%,56.03%,141,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-05-17 - Chủ Nhật,106,76.42%,57.55%,0.00%,12.72,61,0,81,0,45,25,23.58%,42.45%,106,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-06-05 - Thứ 6,125,59.20%,51.20%,0.00%,15.52,64,0,74,0,61,51,40.80%,48.80%,125,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-05-28 - Thứ 5,116,67.24%,58.62%,0.00%,14.41,68,0,78,0,48,38,32.76%,41.38%,116,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-05-30 - Thứ 7,142,60.56%,49.30%,0.00%,14.94,70,0,86,0,72,56,39.44%,50.70%,142,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-06-07 - Chủ Nhật,112,74.11%,64.29%,0.00%,18.97,72,0,83,0,40,29,25.89%,35.71%,112,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-06-06 - Thứ 7,123,62.60%,58.54%,0.00%,16.01,72,0,77,0,51,46,37.40%,41.46%,123,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-06-03 - Thứ 4,116,74.14%,65.52%,0.00%,16.55,76,0,86,0,40,30,25.86%,34.48%,116,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-05-19 - Thứ 3,108,99.07%,71.30%,0.00%,14.19,77,0,107,0,31,1,0.93%,28.70%,108,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-06-08 - Thứ 2,128,86.72%,61.72%,0.00%,16.96,79,0,111,0,49,17,13.28%,38.28%,128,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-06-09 - Thứ 3,135,72.59%,58.52%,0.00%,13.39,79,0,98,0,56,37,27.41%,41.48%,135,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-05-26 - Thứ 3,127,74.80%,62.99%,0.79%,15.96,80,1,95,1,46,32,25.20%,36.22%,127,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-05-25 - Thứ 2,110,100.00%,79.09%,0.00%,16.23,87,0,110,0,23,0,0.00%,20.91%,110,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 1,2026-05-24 - Chủ Nhật,124,93.55%,72.58%,0.00%,16.52,90,0,116,0,34,8,6.45%,27.42%,124,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 2,2026-05-17 - Chủ Nhật,42,0.00%,0.00%,0.00%,,0,0,0,0,42,42,100.00%,100.00%,42,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Mới Ca 2,2026-05-20 - Thứ 4,1,100.00%,100.00%,0.00%,9,1,0,1,0,0,0,0.00%,0.00%,1,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-05-17 - Chủ Nhật,31,64.52%,9.68%,6.45%,71.67,3,2,20,2,26,11,35.48%,83.87%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-05-21 - Thứ 5,26,76.92%,11.54%,7.69%,74.33,3,2,20,2,21,6,23.08%,80.77%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-05-23 - Thứ 7,35,37.14%,14.29%,8.57%,45.4,5,3,13,3,27,22,62.86%,77.14%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-05-26 - Thứ 3,54,50.00%,14.81%,1.85%,51.38,8,1,27,1,45,27,50.00%,83.34%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-05-28 - Thứ 5,87,22.99%,10.34%,2.30%,66.56,9,2,20,2,76,67,77.01%,87.36%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-05-31 - Chủ Nhật,158,36.08%,11.39%,1.27%,59.11,18,2,57,2,138,101,63.92%,87.34%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-05-27 - Thứ 4,85,45.88%,24.71%,2.35%,53.43,21,2,39,2,62,46,54.12%,72.94%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-05-22 - Thứ 6,44,95.45%,52.27%,0.00%,49.74,23,0,42,0,21,2,4.55%,47.73%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-06-11 - Thứ 5,89,82.02%,28.09%,3.37%,75.48,25,3,73,3,61,16,17.98%,68.54%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-05-20 - Thứ 4,50,98.00%,54.00%,6.00%,50.11,27,3,49,3,20,1,2.00%,40.00%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-05-25 - Thứ 2,64,98.44%,43.75%,1.56%,58.57,28,1,63,1,35,1,1.56%,54.69%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-06-04 - Thứ 5,131,49.62%,24.43%,5.34%,85.53,32,7,65,7,92,66,50.38%,70.23%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-05-19 - Thứ 3,60,100.00%,60.00%,5.00%,49.64,36,3,60,3,21,0,0.00%,35.00%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-06-09 - Thứ 3,118,77.12%,30.51%,2.54%,74.33,36,3,91,3,79,27,22.88%,66.95%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-06-12 - Thứ 6,98,74.49%,38.78%,5.10%,75.21,38,5,73,5,55,25,25.51%,56.12%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-06-08 - Thứ 2,125,76.80%,31.20%,4.80%,77.67,39,6,96,6,80,29,23.20%,64.00%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-06-07 - Chủ Nhật,133,56.39%,33.08%,1.50%,59.41,44,2,75,2,87,58,43.61%,65.42%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-06-06 - Thứ 7,136,56.62%,32.35%,2.21%,53.25,44,3,77,3,89,59,43.38%,65.44%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-06-01 - Thứ 2,205,49.27%,21.95%,1.46%,79.47,45,3,101,3,157,104,50.73%,76.59%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-05-29 - Thứ 6,123,65.85%,40.65%,4.07%,68.86,50,5,81,5,68,42,34.15%,55.28%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-05-30 - Thứ 7,143,69.23%,37.06%,1.40%,45.02,53,2,99,2,88,44,30.77%,61.54%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-06-10 - Thứ 4,131,80.92%,40.46%,5.34%,65.4,53,7,106,7,71,25,19.08%,54.20%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-05-24 - Chủ Nhật,102,96.08%,62.75%,1.96%,44.55,64,2,98,2,36,4,3.92%,35.29%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-06-05 - Thứ 6,146,63.01%,44.52%,1.37%,75.18,65,2,92,2,79,54,36.99%,54.11%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-06-03 - Thứ 4,172,68.02%,38.37%,2.33%,67.59,66,4,117,4,102,55,31.98%,59.30%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-05-18 - Thứ 2,111,98.20%,60.36%,0.00%,40.04,67,0,109,0,44,2,1.80%,39.64%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-06-13 - Thứ 7,139,87.77%,52.52%,5.76%,54.42,73,8,122,8,58,17,12.23%,41.72%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Xã Quảng Tín-Đắk Nông,Hàng Tồn,2026-06-02 - Thứ 3,198,66.67%,44.44%,1.52%,63.88,88,3,132,3,107,66,33.33%,54.04%,0,Đắk Nông,NTB,Trần Văn Phước
NTB - Đắk Nông,BC Thôn 2-Tuy Đức-Đắk Nông,Hàng Mới Ca 1,2026-06-02 - Thứ 3,95,96.84%,88.42%,0.00%,12.19,84,0,92,0,11,3,3.16%,11.58%,95,Đắk Nông,NTB,Trần Thị Nhung
